"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.422671754E1,8.192463684E-1,-6.899153137E-1,9.553433533E0
1.427633054E1,9.511221313E-1,-6.673123169E-1,9.658664703E0
1.432594254E1,1.110690308E0,-6.342311096E-1,9.818382568E0
1.437555454E1,5.755531311E-1,-6.685098267E-1,9.492210846E0
1.442516754E1,1.086889801E0,-6.188131714E-1,9.549391937E0
1.447477954E1,1.193917236E0,-8.376580811E-1,9.609866180E0
1.452439154E1,7.551795959E-1,-7.897576904E-1,9.605674896E0
1.457400454E1,1.144969025E0,-8.078700256E-1,9.702523499E0
1.462361654E1,7.324269104E-1,-8.310717773E-1,9.654623108E0
1.467322954E1,1.160836029E0,-6.593788147E-1,9.693691864E0
1.472284154E1,7.940986633E-1,-5.674699402E-1,9.639354858E0
1.477245354E1,7.005432129E-1,-4.312532043E-1,9.712852020E0
1.482206654E1,1.068627777E0,-6.996450806E-1,9.625882874E0
1.487167854E1,8.903485107E-1,-5.926176453E-1,9.638157349E0
1.492129154E1,1.095122681E0,-8.864566040E-1,9.611512756E0
1.497090354E1,6.688092041E-1,-6.819818115E-1,9.667945404E0
1.502051554E1,1.094673615E0,-8.616082764E-1,9.530231781E0
1.507012854E1,1.050814819E0,-6.411167908E-1,9.649084625E0
1.511974054E1,6.213578796E-1,-7.014413452E-1,9.544452209E0
1.516935325E1,1.132395172E0,-5.858816528E-1,9.745334473E0
1.521896625E1,6.956034851E-1,-7.491920471E-1,9.564211121E0
1.526857825E1,6.779402161E-1,-6.101312256E-1,9.615704041E0
1.531819025E1,1.165027313E0,-5.803431702E-1,9.704319763E0
1.536780325E1,6.685098267E-1,-6.652166748E-1,9.744735718E0
1.541741525E1,8.232879639E-1,-7.497908020E-1,9.631870422E0
1.546702825E1,4.493655396E-1,-7.653584290E-1,9.607620850E0
1.551664025E1,7.295828247E-1,-7.092251587E-1,9.644893341E0
1.556625225E1,6.863227844E-1,-5.469625854E-1,9.618248749E0
1.561586525E1,6.574328613E-1,-6.292913818E-1,9.583670654E0
1.566547725E1,7.831713867E-1,-6.893165588E-1,9.578730927E0
1.571508925E1,7.562274170E-1,-8.195457458E-1,9.670639801E0
1.576470225E1,7.268884277E-1,-1.032253418E0,9.541009369E0
1.581431425E1,8.264314270E-1,-8.828640747E-1,9.791139221E0
1.586392625E1,7.056326294E-1,-8.511300659E-1,9.706415405E0
1.591353925E1,8.909472656E-1,-6.207591248E-1,9.656718750E0
1.596315125E1,7.117698669E-1,-5.584886169E-1,9.857002258E0
1.601276325E1,9.171427917E-1,-6.620732117E-1,9.574988708E0
1.606237625E1,9.151968384E-1,-6.909631348E-1,9.543554077E0
1.611198825E1,8.306227112E-1,-1.010398865E0,9.497150574E0
1.616159954E1,7.635621643E-1,-9.810598755E-1,9.576485596E0
1.621121254E1,6.581813049E-1,-1.004710693E0,9.585466919E0
1.626082454E1,7.336244202E-1,-9.080117798E-1,9.704319763E0
1.631043754E1,6.381230164E-1,-7.479945374E-1,9.708511047E0
1.636004954E1,5.038522339E-1,-5.101391602E-1,9.827663269E0
1.640966154E1,6.773414612E-1,-5.057981873E-1,9.723928986E0
1.645927454E1,7.176077271E-1,-6.527925110E-1,9.743089142E0
1.650888654E1,7.310797119E-1,-7.926017761E-1,9.635163574E0
1.655849854E1,8.330177307E-1,-7.934999084E-1,9.703721008E0
1.660811154E1,3.739224243E-1,-9.217831421E-1,9.456285553E0
1.665772354E1,6.894662476E-1,-7.506889343E-1,9.620494080E0
1.670733554E1,8.669970703E-1,-8.000862122E-1,9.559720459E0
1.675694854E1,7.107220459E-1,-7.288343811E-1,9.616302795E0
1.680656054E1,5.646258545E-1,-6.608757019E-1,9.615554352E0
1.685617254E1,8.054750061E-1,-9.006770325E-1,9.651629333E0
1.690578554E1,7.249424744E-1,-8.472381592E-1,9.680668945E0
1.695539754E1,4.857398987E-1,-9.210346985E-1,9.539961548E0
1.700500954E1,5.501060486E-1,-7.062313843E-1,9.736203461E0
1.705462254E1,5.414241028E-1,-7.738906860E-1,9.704020386E0
1.710423454E1,6.707551575E-1,-6.484515381E-1,9.754465485E0
1.715384737E1,4.034111023E-1,-7.349716187E-1,9.658964081E0
1.720345937E1,8.090675354E-1,-6.800358582E-1,9.740394745E0
1.725307237E1,3.861968994E-1,-8.593629456E-1,9.676028595E0
1.730268437E1,5.742059326E-1,-8.767268372E-1,9.599387970E0
1.735229637E1,8.415499878E-1,-8.539741516E-1,9.593999176E0
1.740190937E1,6.836283875E-1,-8.741821289E-1,9.612410889E0
1.745152137E1,7.096742249E-1,-9.547146606E-1,9.651479645E0
1.750113337E1,3.258723450E-1,-7.999365234E-1,9.530082092E0
1.755074637E1,3.899391174E-1,-7.520361328E-1,9.693392487E0
1.760035837E1,6.884184265E-1,-7.372169495E-1,9.722432098E0
1.764997038E1,4.972659302E-1,-9.056167603E-1,9.679770813E0
1.769958338E1,3.305126953E-1,-8.553213501E-1,9.653126221E0
1.774919538E1,6.355783081E-1,-7.319778442E-1,9.770781555E0
1.779880738E1,3.617976379E-1,-8.629554749E-1,9.691596222E0
1.784842038E1,6.438111877E-1,-7.322772217E-1,9.711355133E0
1.789803238E1,6.231541443E-1,-8.057743835E-1,9.679621124E0
1.794764437E1,4.797523499E-1,-8.458909607E-1,9.630373535E0
1.799725737E1,5.432203674E-1,-7.797285461E-1,9.591903534E0
1.804686937E1,7.644602966E-1,-9.074130249E-1,9.627828827E0
1.809648137E1,4.653822327E-1,-8.674461365E-1,9.631121979E0
1.814609337E1,6.170169067E-1,-1.013242950E0,9.653724976E0
1.819570567E1,5.083428955E-1,-7.676037598E-1,9.744735718E0
1.824531767E1,5.448669434E-1,-7.432044983E-1,9.574988708E0
1.829492967E1,5.807922363E-1,-6.469546509E-1,9.662855988E0
1.834454267E1,4.035607910E-1,-7.599696350E-1,9.561965790E0
1.839415467E1,6.439608765E-1,-6.544390869E-1,9.703870697E0
1.844376667E1,6.283932495E-1,-7.824229431E-1,9.766739960E0
1.849337967E1,6.610253906E-1,-7.255412292E-1,9.651629333E0
1.854299167E1,6.200106812E-1,-7.493417358E-1,9.643995209E0
1.859260367E1,3.556604004E-1,-5.607339478E-1,9.691745911E0
1.864221567E1,6.643185425E-1,-6.354286194E-1,9.785301361E0
1.869182867E1,7.409591675E-1,-6.622229004E-1,9.633666687E0
1.874144067E1,3.847000122E-1,-4.474195862E-1,9.734706573E0
1.879105267E1,4.824467468E-1,-6.852749634E-1,9.567803650E0
1.884066467E1,8.310717773E-1,-6.571334839E-1,9.622589722E0
1.889027767E1,4.423301697E-1,-7.367678833E-1,9.520202637E0
1.893988967E1,7.463479614E-1,-7.078779602E-1,9.608219604E0
1.898950167E1,2.421963501E-1,-7.177574158E-1,9.886341248E0
1.903911467E1,6.993457031E-1,-7.185058594E-1,9.549541626E0
1.908872667E1,3.806584167E-1,-4.562512207E-1,9.671837311E0
1.913833867E1,5.640270996E-1,-5.147795105E-1,9.628277893E0
1.918795100E1,5.725593567E-1,-5.119354248E-1,9.834998016E0
1.923756400E1,2.522254944E-1,-5.388793945E-1,9.628876648E0
1.928717600E1,6.306385803E-1,-6.270460510E-1,9.712702332E0
1.933678800E1,3.906875610E-1,-6.239025879E-1,9.588161316E0
1.938640100E1,3.974235535E-1,-5.397775269E-1,9.613309021E0
1.943601300E1,5.528004456E-1,-5.131329346E-1,9.659562836E0
1.948562500E1,5.418731689E-2,-5.294490051E-1,9.723479919E0
1.953523700E1,5.177732849E-1,-5.965095520E-1,9.737700348E0
1.958485000E1,5.536985779E-1,-5.176235962E-1,9.698930969E0
