"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.625489079E1,2.303867340E0,1.332485962E1,-4.932696533E1
1.630489279E1,2.465824127E0,1.311639404E1,-4.957128906E1
1.635489579E1,2.422344208E0,1.308387756E1,-4.952374268E1
1.640489879E1,2.432266235E0,1.308493042E1,-4.961901855E1
1.645490179E1,2.342327118E0,1.322845459E1,-4.955969238E1
1.650490379E1,2.377933502E0,1.312882996E1,-4.961810303E1
1.655490679E1,2.431522369E0,1.312016296E1,-4.934173584E1
1.660490979E1,2.509601593E0,1.316543579E1,-4.957958984E1
1.665491179E1,2.260524750E0,1.303231812E1,-4.972680664E1
1.670491479E1,2.295574188E0,1.304722595E1,-4.953936768E1
1.675491779E1,2.376060486E0,1.301771545E1,-4.968481445E1
1.680492079E1,2.376209259E0,1.308041382E1,-4.972216797E1
1.685492279E1,2.237514496E0,1.303706360E1,-4.964630127E1
1.690492579E1,2.297939301E0,1.306672668E1,-4.945318604E1
1.695492879E1,2.281234741E0,1.302804565E1,-4.968450928E1
1.700493079E1,2.299095154E0,1.299261475E1,-4.949420166E1
1.705493379E1,2.437770844E0,1.308073425E1,-4.963214111E1
1.710493679E1,2.306419373E0,1.293890381E1,-4.967388916E1
1.715493879E1,2.219142914E0,1.314532471E1,-4.951715088E1
1.720494179E1,2.330650330E0,1.296934509E1,-4.976135254E1
1.725494429E1,2.433712006E0,1.304368591E1,-4.928747559E1
1.730494629E1,2.367755890E0,1.301589966E1,-4.971191406E1
1.735494929E1,2.342277527E0,1.313655090E1,-4.946533203E1
1.740495229E1,2.304489136E0,1.308033752E1,-4.970050049E1
1.745495429E1,2.343528748E0,1.324697876E1,-4.956665039E1
1.750495729E1,2.200214386E0,1.315707397E1,-4.952978516E1
1.755496029E1,2.261974335E0,1.294917297E1,-4.974938965E1
1.760496229E1,2.314392090E0,1.331701660E1,-4.935827637E1
1.765496529E1,2.128414154E0,1.332878113E1,-4.949731445E1
1.770496829E1,2.290019989E0,1.307737732E1,-4.983172607E1
1.775497029E1,2.399818420E0,1.307142639E1,-4.966552734E1
1.780497329E1,2.507099152E0,1.297090149E1,-4.972698975E1
1.785497629E1,2.390155792E0,1.315246582E1,-4.916870117E1
1.790497829E1,2.460063934E0,1.301853943E1,-4.947912598E1
1.795498129E1,2.278583527E0,1.326229858E1,-4.905145264E1
1.800498429E1,2.285461426E0,1.303569031E1,-4.927856445E1
1.805498629E1,2.345844269E0,1.315165710E1,-4.923071289E1
1.810498929E1,2.411106110E0,1.291494751E1,-4.953393555E1
1.815499129E1,2.287990570E0,1.299090576E1,-4.952203369E1
1.820499429E1,2.207672119E0,1.294924927E1,-4.950817871E1
1.825499829E1,2.254627228E0,1.315919495E1,-4.944653320E1
1.830500029E1,2.430999756E0,1.293278503E1,-4.922015381E1
1.835500329E1,2.231491089E0,1.300863647E1,-4.918701172E1
1.840500529E1,2.318824768E0,1.291511536E1,-4.921728516E1
1.845500829E1,2.255214691E0,1.297727966E1,-4.929425049E1
1.850501129E1,2.266490936E0,1.292713928E1,-4.929235840E1
1.855501329E1,2.297431946E0,1.302824402E1,-4.909405518E1
1.860501629E1,2.209941864E0,1.286837769E1,-4.943951416E1
1.865501929E1,2.305583954E0,1.294383240E1,-4.926666260E1
1.870502129E1,2.263851166E0,1.280493164E1,-4.949359131E1
1.875502429E1,2.276542664E0,1.283326721E1,-4.921490479E1
1.880502629E1,2.153636932E0,1.278015137E1,-4.947790527E1
1.885502929E1,2.174900055E0,1.288145447E1,-4.920697021E1
1.890503129E1,2.383258820E0,1.268258667E1,-4.925292969E1
1.895503429E1,2.230754852E0,1.289404297E1,-4.923107910E1
1.900503729E1,2.295894623E0,1.287075806E1,-4.923144531E1
1.905503929E1,2.393585205E0,1.269151306E1,-4.949682617E1
1.910504229E1,2.375072479E0,1.273759460E1,-4.942926025E1
1.915504429E1,2.427764893E0,1.293646240E1,-4.910339355E1
1.920504729E1,2.428150177E0,1.274890137E1,-4.939691162E1
1.925504904E1,2.313426971E0,1.283369446E1,-4.940692139E1
1.930505204E1,2.360420227E0,1.274038696E1,-4.932763672E1
1.935505504E1,2.251464844E0,1.283917236E1,-4.918865967E1
1.940505704E1,2.287433624E0,1.262643433E1,-4.940325928E1
1.945506004E1,2.296043396E0,1.286357117E1,-4.926727295E1
1.950506204E1,2.437725067E0,1.281401062E1,-4.942645264E1
1.955506504E1,2.342235565E0,1.285513306E1,-4.935620117E1
1.960506704E1,2.487071991E0,1.301486206E1,-4.934838867E1
1.965507004E1,2.581592560E0,1.296507263E1,-4.939880371E1
1.970507204E1,2.452816010E0,1.290139771E1,-4.965728760E1
1.975507504E1,2.477535248E0,1.288655090E1,-4.922308350E1
1.980507804E1,2.522624969E0,1.299461365E1,-4.946765137E1
1.985508004E1,2.362228394E0,1.301414490E1,-4.951135254E1
