"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.710518642E1,3.637435913E-2,2.152523804E-1,9.753417664E0
1.715549942E1,3.607498169E-2,2.210902405E-1,9.852810974E0
1.720581242E1,5.628295898E-2,2.077679443E-1,9.849817200E0
1.725612542E1,1.095721436E-1,2.212399292E-1,9.918823700E0
1.730643742E1,8.696914673E-2,2.351609802E-1,9.813891907E0
1.735675042E1,1.411564636E-1,2.607577515E-1,9.823322296E0
1.740706342E1,3.802093506E-2,1.965412903E-1,9.896969147E0
1.745737642E1,1.067280579E-1,1.917512512E-1,9.962981873E0
1.750768942E1,6.301895142E-2,3.222798157E-1,9.973011017E0
1.755800142E1,1.916015625E-2,3.433859253E-1,9.902956696E0
1.760831442E1,4.370910645E-2,2.971321106E-1,9.806108093E0
1.765862742E1,4.745132446E-2,3.282673645E-1,9.929152222E0
1.770894042E1,4.580474854E-2,2.495310974E-1,9.838291168E0
1.775925383E1,-2.185455322E-2,3.188369751E-1,9.810598755E0
1.780956583E1,2.454895020E-2,3.207829285E-1,9.932744751E0
1.785987883E1,5.942642212E-2,3.382965088E-1,9.860594788E0
1.791019183E1,8.592132568E-2,3.387455750E-1,9.748777313E0
1.796050483E1,1.586700439E-2,3.881428528E-1,9.947264557E0
1.801081683E1,6.721023560E-2,2.746788025E-1,9.823621674E0
1.806112983E1,3.607498169E-2,2.896476746E-1,9.929002533E0
1.811144283E1,1.017883301E-2,3.998185730E-1,9.952653351E0
1.816175583E1,3.113525391E-2,3.089575195E-1,9.851314087E0
1.821206783E1,-1.781295776E-2,3.418890381E-1,9.870474243E0
1.826238083E1,3.143463135E-3,2.630030823E-1,9.820777588E0
1.831269383E1,3.951782227E-2,3.177891541E-1,9.739945679E0
1.836300683E1,-4.909790039E-2,2.532733154E-1,9.896071014E0
1.841331983E1,-8.831634521E-3,3.441343689E-1,9.889784088E0
1.846363183E1,4.236190796E-2,3.909869385E-1,9.908046112E0
1.851394483E1,1.448986816E-1,3.737727356E-1,9.873617706E0
1.856425783E1,5.059478760E-2,3.107537842E-1,9.978699188E0
1.861457083E1,7.813751221E-2,3.007246399E-1,9.944570160E0
1.866488283E1,1.163081360E-1,2.694396973E-1,9.643695831E0
1.871519608E1,9.879455566E-3,3.106040955E-1,9.889634399E0
1.876550908E1,6.750961304E-2,3.023712158E-1,9.902058563E0
1.881582208E1,1.001417542E-1,3.215313721E-1,9.988728333E0
1.886613408E1,2.709365845E-2,3.311114502E-1,9.934541016E0
1.891644708E1,5.433700562E-2,3.427871704E-1,9.650132446E0
1.896676008E1,-8.083190918E-2,3.254232788E-1,9.901160431E0
1.901707308E1,1.419049072E-1,3.255729675E-1,9.888885956E0
1.906738508E1,1.926493835E-1,3.004252625E-1,9.806856537E0
1.911769808E1,-1.646575928E-2,4.320016479E-1,1.006491989E1
1.916801108E1,2.439926147E-2,3.603007507E-1,9.996661835E0
1.921832408E1,-6.092330933E-2,4.099974060E-1,9.735155640E0
1.926863608E1,-1.451980591E-2,2.841091919E-1,9.946665802E0
1.931894908E1,1.017883301E-2,3.019221497E-1,9.811197510E0
1.936926208E1,-3.293151855E-2,3.158432007E-1,9.806706848E0
1.941957508E1,4.206253052E-2,2.278262329E-1,9.864187317E0
1.946988708E1,-5.298980713E-2,3.787124634E-1,9.846524048E0
1.952020008E1,-4.340972900E-3,2.977308655E-1,9.909842377E0
1.957051308E1,9.430389404E-2,2.234852600E-1,9.849667511E0
1.962082608E1,-2.754272461E-2,2.893482971E-1,9.795480194E0
